	label	sentence
443924	0	 Jintara Poonlarp 6 is a luk thung and mor lam album by the Thai singer Jintara Poonlarp. First released on the Grammy Entertainment label it was the 6th album in her first series of recordings and her 6th original album.
511172	0	 InuYasha the Movie: Affections Touching Across Time (映画犬夜叉 時代を越える想い Eiga Inuyasha: Toki o Koeru Omoi) is a 2001 anime film directed by Toshiya Shinohara and written by Katsuyuki Sumisawa.
548864	0	 The Journal of the Southwest is a quarterly peer-reviewed academic journal published quarterly by the Southwest Center at the University of Arizona with a focus on the American Southwest and adjacent northwestern Mexico.
346070	0	 Khánh Lâm is a commune (xã) and village in U Minh District Cà Mau Province in Vietnam.
282725	0	 Chamor Hill is a hill located in São Mamede de Este Braga Portugal.On the top of the hill there is a monument to the Sacred Heart erected in 1957 with 20 meters high. The marble statue of Christ holds on the right hand the Chalice and the left hand is pointing to his hearth.
265847	0	 The Continental Clay Brick Plant in Martinsburg West Virginia includes a number of beehive brick kilns. Originally coal-fired then converted to natural gas the kilns are now largely disused except for a few used to dry sand.
74817	0	 Castleford High School is a high school in Castleford Idaho.
128815	0	 Daisuke Nakata (中田大輔 Nakata Daisuke born in Mikawa Ishikawa Japan March 2 1974) is a trampolinist who competed for Japan in the 2000 Summer Olympics. Daisuke also performs on SASUKE (known in America as Ninja Warrior) where he is one of the most well-known competitors.On the trampoline Nakata can jump as high as 26 feet. He is known as the King of the Trampoline to some (along with Shunsuke Nagasaki who is known as the Prince of the Trampoline).[citation needed]
120283	0	 Jerome Dunstan Jerry Travers (May 19 1887 – March 29 1951) was one of the leading amateur golfers of the early 20th century. He won the U.S. Amateur in 1907 1908 1912 and 1913 the New Jersey Amateur three times and the Metropolitan Amateur (New York) five times. He was regarded as one of the finest match play golfers of his time and had a famous rivalry with Walter Travis.In 1915 Travers won the U.S.
422613	0	 Stenogyne bifida is a rare species of flowering plant in the mint family known by the common name twocleft stenogyne. It is endemic to Hawaii where it is known only from the island of Molokai. As of 2010 there was only a single individual remaining in the wild; this is a seedling. It is a federally listed endangered species of the United States.This plant is a climbing trailing perennial vine. It produces yellow-green to brownish flowers.
473515	0	 Weekend in L.A. is a 1978 live album by jazz/soul guitarist George Benson. The album was recorded live at the West Hollywood Roxy Theater. It was certified Platinum by the RIAA.
486201	0	 Meera Ke Girdhar (1993) is a devotional movie telling Hindu mythological story of Meera's love and devotion towards Lord Krishna.
215866	0	 USCGC Drummond (WPB-1323) is an Island-class patrol boat of the United States Coast Guard. She is named for Drummond Island Michigan. Drummond was commissioned October 19 1988 at Bollinger Shipyard in Lockport Louisiana and is currently homeported in Miami Beach Florida.
193557	0	 Lee Hae-chan (born July 10 1952) is a former Prime Minister of South Korea. He was nominated by president Roh Moo-hyun on June 8 2004 confirmed by the National Assembly on June 29 and took office on June 30. He is a member of the liberal Uri Party and was elected five times for the National Assembly.
488145	0	 Joffa: The Movie is a 2010 independent Australian buddy movie starring Australia's best known sports fan Joffa Corfe. The film was financed by Chris Liontos the Director/ Producer along with actor Shane McRae Joffa’s buddy in the movie.
256747	0	 The Tariffville Historic District is a 93 acres (38 ha) historic district in the town of Simsbury Connecticut. It was listed on the National Register of Historic Places in 1993. It is part of the Tariffville section of Simsbury.The district includes 165 contributing buildings and two contributing sites.
515867	0	 Kannathil Muthamittal (English: A Peck on the Cheek) is a 2002 Tamil drama film directed and produced by Mani Ratnam. It features P. S. Keerthana Madhavan and Simran in the leading roles with Nandita Das J. D. Chakravarthy Prakash Raj and Pasupathy portraying other pivotal characters. The film's score and soundtrack were composed by A. R. Rahman while Ravi K. Chandran handled the cinematography.
480809	0	 Burning the Future: Coal in America is a 2008 documentary film produced and directed by David Novack. The film focuses on the impacts of mountaintop mining in the Appalachians where mountain ridges are scraped away by heavy machinery to access coal seams below a process that is cheaper and faster than traditional mining methods but is damaging to the environment.
207178	0	 The Pilatus PC-7 Turbo Trainer is a low-wing tandem-seat training aircraft manufactured by Pilatus Aircraft of Switzerland. The aircraft is capable of all basic training functions including aerobatics instrument tactical and night flying. It has been selected by more than 20 air forces as their ab initio trainer. Since the aircraft's introduction in 1978 close to 500 have been sold with the majority still in service. Over one million hours have been flown by PC-7s worldwide.
182755	0	 Hiltrud Breyer (born 22 August 1957) is a German politician and former Member of the European Parliament with the German Green Party part of the European Greens and sits on the European Parliament's Committee on Women's Rights and Gender Equality and its Committee on the Environment Public Health and Food Safety.She is a substitute for the Committee on Legal Affairs substitute for the Delegation to the EU-Romania Joint Parliamentary Committee.
540429	0	 Storm is an apocalyptic fiction novel by Evan Angler and is aimed at a middle grade audience. The third book in the Swipe series it was published in 2013.
193913	0	 Dorothy Lightbourne was the Minister of Justice and the Attorney General of Jamaica from September 2007 to July 2011 when she was removed by Prime Minister Bruce Golding and replaced by Delroy Chuck as Minister of Justice and by Ransford Braham as Attorney General. She also served as the Leader of Government Business or Majority Leader of the Senate from September 2007 to July 2011.She was born in Aeolus Valley St Thomas and raised as an Anglican.
525603	0	 French Studies is a United Kingdom-based journal published by Oxford University Press for the Society for French Studies.It was founded in 1947 and publishes articles on all periods of French and francophone literature and culture as well as book reviews. In addition to the printed copy the journal has been available for subscribers online since 2002.
270946	0	 La Teresita is an historic Cuban cuisine restaurant with affiliated market and bakery in Tampa Florida in the West Tampa region. La Teresita opened in 1972 as a market. La Teresita is owned by the Capedevila family. A grocery market is located on the other side of a side street off West Columbus Drive from the restaurant and bakery. Founders Maximino and Coralia Capdevila emigrated from Cuba in 1962 after Fidel Castro came to power.
301048	0	 Buch is an old worn crater that is located in the rugged southern highlands of the Moon. It lies to the northeast of the large crater Maurolycus and the comparably sized crater Büsching is attached to the northeast rim.The crater rim is slightly elongated in the northeastern direction and forms an egg-shaped depression in the surface. The rim has been eroded by many lesser impacts so that the edge is rounded and worn down and the crater forms only a low depression in the ground.
509378	0	 Fort Bliss is an upcoming American drama film directed and written by Claudia Myers a military based set on Fort Bliss. The film stars Ron Livingston Michelle Monaghan Pablo Schreiber Emmanuelle Chriqui and Dash Mihok.
412355	0	 Catjang (Vigna unguiculata subsp. cylindrica) is a subspecies of cowpea. The catjang plant is native to Africa and is an erect densely branched shrubby perennial of Old World tropics. It now grows in other warm regions as well. In the US it is grown primarily as fodder but elsewhere is used as a food crop. The name comes from Indonesian and Malay kacang a generic word for beans and nuts.
461152	0	 The Very Best Of Tried & Tested Euphoria is a compilation album released by Ministry of Sound in 2004.
445590	0	 In the House of Stone and Light is a 1994 album by Martin Page. It features the title song In the House of Stone and Light which was a substantial Billboard Hot 100 hit (peaking at number 14) and AC (number 1) hit.
60713	0	 St Illtyd's Catholic High School is a coeducational secondary school in Rumney a district in the east side of the Welsh capital Cardiff. Its catchment area includes the eastern districts of Cardiff and is heavily oversubscribed. The school's namesake is Illtud a 5th-century Welsh abbot and teacher.
301462	0	 Llyn Cwm Llwch is a lake in the Brecon Beacons National Park in Powys Wales. It is a small lake of glacial origin occupying a rock hollow beneath the peaks of Pen y Fan and Corn Du in the central Brecon Beacons. It is drained by the Nant Cwm Llwch which empties into the Afon Tarell which itself enters the River Usk at Brecon.Tommy Jones' obelisk a memorial in granite to a young boy who died near this spot many years ago overlooks the lake.
256629	0	 The Masonic Lodge 570 building is a historic Moderne style building in San Angelo Texas. The building was constructed in 1927 as a meeting hall for San Angelo Lodge #570 (a local area Masonic lodge). It was listed on the National Register of Historic Places in 1988.
250028	0	 Von Cramm Cooperative Hall is a student operated house on the West Campus of Cornell University in Ithaca New York State. The house was founded in 1956 by a grant from Thomas Gilchrist to form a memorial house at the university in memory of his close friend Baron Von Cramm.
51991	0	 The Cypress-Fairbanks Independent School District (CFISD often referred to as Cy-Fair) is an independent school district in northwest unincorporated Harris County Texas United States.
123633	0	 Oleg Dementiev (Russian: Олег Иванович Дементьев; 4 January 1938 - 1991) was a Russian chess master who won the Russian Chess Championship in 1971.
294137	0	 Middle Teton (12804 feet (3903 m)) is the third highest peak in the Teton Range Grand Teton National Park Wyoming. The peak is immediately southwest of Grand Teton and the two are separated from one another by the lower saddle a broad high ridge at 11600 feet (3540 m). The Middle Teton Glacier is located on the eastern slopes of the peak. Middle Teton is a classic pyramidal shaped alpine peak and is sometimes included as part of the Cathedral Group of high Teton peaks.
93617	0	 Linda Armstrong is an English actress perhaps best known for her role as the Irish Sister Brigid in The Royal.
430603	0	 Xanthophyllum pulchrum is a plant in the family Polygalaceae. The specific epithet pulchrum is from the Latin meaning beautiful referring to the plant's appearance.
155962	0	 Tevita Li (born 23 March 1995) is a New Zealand Rugby Union player who currently plays as a winger for North Harbour in the ITM Cup and the Blues in Super Rugby.
61377	0	 St. Joseph's College of Balanga (SJCB) is a Catholic private college located in Balanga City Bataan Philippines. It is managed by the Franciscan Sisters of the Immaculate Conception. The college is the third branch of four St. Joseph's Colleges (the other three are from E. Rodriguez Blvd Quezon City; MactanCebu and Toril in Davao City. It caters to students from Balanga City and its neighboring towns in the province of Bataan.St.
314516	0	 Lago d'Alzasca is a lake in the canton of Ticino Switzerland. Its surface area is 0.1 km².
92967	0	 Piotr Łuszcz also known as Magik (pol. Magician) (born on 18 March 1978 in Jelenia Góra - died on 26 December 2000 in Katowice) was a Polish rapper and a record producer. From 1994 to 1998 he was a member of the Polish hip hop group Kaliber 44.
63540	0	 Philip Barbour High School is the sole public high school serving Barbour County West Virginia. The school is named as is the county it serves for Philip Pendleton Barbour a former Speaker of the House and Associate Justice of the Supreme Court of the United States. Philip Barbour High School was the result of the consolidation of Philippi High School and Belington High School in 1963.The school colors are Columbia (light) blue and white and the athletic knickname is the Colts.
453390	0	 Heavensong: Music of Contemplation and Light is a religious compilation album released by the Mormon Tabernacle Choir. The album reached topped the Billboard Classical albums chart. The album features guest artists Igor Gruppman (track 10) and David Foster (track 13). The album was recorded live in the Tabernacle in Salt Lake City on September 8-12 2009.
259024	0	 Plas Bodegroes is a former Georgian country house which stands in its own grounds near Pwllheli Gwynedd on the Llŷn peninsula. The grade II* listed building is now a restaurant. The house was built in 1780 for William Griffith (1748-1816) probably designed by Joseph Bromfield and probably incorporating elements of a previous house. It is built in two storeys with attics rendered and painted white.
529256	0	 The Oxymoron is a student satirical magazine published anonymously by and for students of Oxford University. It takes the form of a spoof newspaper similar to The Onion though with a focus on events relevant to the life of an Oxford student. The magazine takes its name from the concept of an oxymoron as well as being a reference to the word Oxon used to identify an Oxford degree. It is published termly.
52157	0	 The Kyiv National Economic University named after Vadym Hetman is a higher educational institution in Kiev Ukraine and a self-governing (autonomous) research National University. The university was founded in 1906. The main building is located on Victory Avenue 54/1.
553883	0	 That Summer is the fourth novel by Scottish writer Andrew Greig. It was retitled The Clouds Above: A Novel of Love and War for the U.S. market.
511561	0	 Tlayucan is a 1962 Mexican comedy film directed by Luis Alcoriza and based on a novel by Jesús Murciélago Velázquez. It was nominated for the Academy Award for Best Foreign Language Film.
256273	0	 Retreat is a historic home located at Port Tobacco Charles County Maryland United States. It is a one story clapboard-sheathed frame house with a double chimney. The principal part of the house was built about 1770. Also located on the property is a frame pyramid-roofed meathouse dating from the early 19th century and moved here from another historic property in the county known as Brentland in 1953.
19925	0	 Gondola Group is a chain restaurant operator in the United Kingdom and Ireland. It operates in 600 locations using several casual dining brands:ASK Italian Italian foodMilano pizzeria (Ireland only)PizzaExpress pizzeriaKettners champagne bar and restaurant (one London site)Zizzi Italian food↑
93123	0	 George Spike Hamilton (1901-1957) was a popular bandleaderwho led a band based at the Biltmore Hotel in Los Angeles. Among the musicians in the band included Ray Robbins Spike Jones and Leighton Noble. In the 1930s he appeared in the movie Gift of Gab. He also appeared in a 1937 short film entitled Sunday Night at the Trocadero. Hamilton also developed a perfume called White Shoulders. His first wife was Ann Stevens formerly Mrs.
404711	0	 Podandrogyne is a genus of plant in family Cleomaceae. It contains about 100 species including: Podandrogyne brevipedunculata Cochrane Podandrogyne jamesonii (Briq.) Cochrane Podandrogyne trichopus (Benth.) H.H.Iltis & CochraneA recent DNA study failed to separate Cleome Podandrogyne and Polanisia from each other so some taxonomists have abandoned the last two of these genera treating them as part of Cleome sensu lato.
50743	0	 Hants East Rural High (HERH) is a Canadian high school located in Milford Station Nova Scotia.The school was opened in 1957 and is administratively part of the Chignecto-Central Regional School Board.
501800	0	 Redheads is a 1992 Australian film starring Claudia Karvan.
455980	0	 Naked Dinner is the third full-length album by Denver hip hop artist Time released on August 25 2009 on Dirty Laboratory Productions in association with Hip Hop Vinyl. It features appearances from C-Rayz Walz of Def Jux and Sole of Anticon. In early 2010 Naked Dinner charted at #19 in the nation on the CMJ hip-hop charts.
525009	0	 LaMerhav (Hebrew: למרחב‎) was a Hebrew language daily newspaper published in Israel between 1954 and 1971. It was owned by the Ahdut HaAvoda party and later HaKibbutz HaMeuhad and was edited by Yisrael Even-Nur Moshe Carmel and David Padhatzor though most of its articles were written by Yisrael Galili.The paper's first edition was released on 2 June 1954 when it was defined as a political magazine. In December 1954 it became a daily newspaper following the party's separation from Mapam.
79761	0	 Tonawanda High School is a public high school located in the City of Tonawanda New York. It is part of the Tonawanda City School District. The school's football field was at one time the home of the Tonawanda Kardex a professional football team who achieved fame by playing in just one game as a member of the National Football League in 1921. The Kardex would sometimes draw up to 3500 fans for a game. However NFL records list the nonexistent Lumbermen Stadium as the team's home field.
112581	0	 Antonio Pennacchi (born 26 January 1950) is an Italian writer.Born in Latina he won the 2010 Strega Prize for his novel Canale Mussolini.
482515	0	 Falsehood (2001) is an award-winning short film written and directed by Kenneth Lui starring Anne Welles Mark Irvingsen Marie-Noelle Marquis and Stuart Proffitt. Its style is a highly visual fusion of film noir against classic fairy tale motifs. It is written in the style of a courtroom drama with neo-noir elements.
477953	0	 Not Animal is the second full-length album released by Margot and the Nuclear So and So's the first on Epic Records. It is being co-released with the band-selected version Animal!. It was recorded at Engine Studios in Chicago IL. Brian Deck produced the album and it was engineered by Neil Strauch.
66350	0	 Roedean School is a private day and boarding school for girls located in Houghton Johannesburg Gauteng South Africa.
161451	0	 Abdallah Omar Kigoda (born 25 November 1953) is a Tanzanian CCM politician and Member of Parliament for Handeni constituency. He is the current Minister of Industry and Trade.He served for a time as Minister of State in the President's Office for Planning and Privatisation. He overwhelmingly won the Chama Cha Mapinduzi (CCM) nomination for Handeni constituency prior to the 2005 parliamentary election receiving 1216 votes while the nearest of his four opponents for the nomination received 94.
257996	0	 MedStar Franklin Square Medical Center a member of MedStar Health is a hospital located in the Rosedale area of eastern Baltimore County Maryland. It is the third largest hospital in Maryland; with more than 3500 employees it is one of the largest employers in Baltimore County. The building is found along Franklin Square Drive next to the campus of Community College of Baltimore County - Essex and is used for the clinical training of allied health programs at the college.
131857	0	 Syed Ghulam Moinuddin (born 17 February 1958) is a former field hockey player from Pakistan. He was the member of the winning Pakistani team in 1984 Summer Olympics.
452276	0	 Villains is the fourth studio album by Stray from the Path. The album was released May 9 2008 on Sumerian Records and Victory Records.
243163	0	 The Church of St John the Baptist in Hatch Beauchamp Somerset England was built in the Norman period and has been designated as a Grade I listed building.The church has a crenellated 3-stage tower from about 1500. It displays crocketed pinnacles a pierced parapet with quatrefoils and arcades in the merlons and gargoyles. The church has diagonal buttresses to support the tower whereas in other churches angle buttresses are the norm.
470815	0	 Milorg is the fourth album by the Norwegian black metal band Vreid. The name leads from the Norwegian resistance group Milorg in World War II. The songs are all about the German invasion of Norway during the Weserübung and their fight against them.
534432	0	 Band of Sisters: American Women at War in Iraq is a 2007 book by Kirsten Holmstedt about the Iraq War and women in the military with a foreword by Tammy Duckworth. Band of Sisters presents twelve amazing and often heart-wrenching stories of American women on the frontlines including America's first female pilot to be shot down and survive the U.S.
552361	0	 The God of the Razor is a collection of short stories by American writer Joe R. Lansdale. It also contains the early Lansdale novel The Nightrunners. It was published by Subterranean Press in 2007. Interior illustrations are by artist Glenn Chadborne. Cover artist is Timothy Truman. This book was published as a limited edition and a deluxe lettered edition.
346369	0	 Deh Mian (Persian: ده ميان‎ also Romanized as Deh Mīān Deh-e Mīān Deh Meyān and Deh Mīyān; also known as Deh Mīūn and Deh-i-Miun) is a village in Sahray-ye Bagh Rural District Sahray-ye Bagh District Larestan County Fars Province Iran. At the 2006 census its population was 531 in 102 families.
227624	0	 The Baumgärtl Heliofly III/57 and Baumgärtl Heliofly III/59 were 1940s experimental backpack helicopters designed and built by the Austrian-designer Paul Bäumgartl.
218011	0	 USS Gasconade (APA-85) was a Gilliam-class attack transport that served with the US Navy during World War II. Commissioned late in the war she was initially assigned to transport duties and consequently did not participate in combat operations.Gasconade was named after a county in Missouri.
429504	0	 Quesnelia dubia is a species of the genus Quesnelia. This species is endemic to Brazil.
199615	0	 Thomas Andrews Hendricks (September 7 1819 – November 25 1885) was lawyer and an American politician from Indiana who served as the 16th governor of Indiana (1873–1877) and the 21st Vice President of the United States (1885).Born in Muskingum County Ohio Hendricks moved to Madison in Jefferson County Indiana with his parents in 1820; the family settled in Shelby County Indiana in 1822.
348934	0	 Milan is a village in Cibola County New Mexico United States. The population was 3245 at the 2010 Census. A suburb of Grants Milan has a decent population growth. Many new houses and service-oriented businesses are being built. Milan is also the site of the privately run Cibola County Correctional Center which houses more than 1000 federal prisoners and is a major employer.
113558	0	 Lorenzo Jerald Patterson (born June 16 1969) better known by his stage name MC Ren is an American rapper from Compton California. He is the founder and owner of his own record label Villain Entertainment. His moniker is derived from the middle letters in his first name (Lorenzo).Ren began his career signed as a solo artist to Eazy E's Ruthless Records in early 1987 while still attending high school.
431430	0	 Ilex jauaensis is a species of plant in the Aquifoliaceae family. It is endemic to Venezuela.
358288	0	 Paąžuolė is a village in Kaniavos eldership (lt) Varėna district municipality Alytus County southeastern Lithuania. According to the 2001 census the village had a population of 25 people. As of the 2011 Census the population was 13.The village was likely established at the end of the 18th century after the massive forest cuts.The meaning of Paąžuolė is under the oak.
28434	0	 New Boliden is a Swedish mining and smelting company focusing on production of copper zinc lead gold and silver. Following a series of acquisitions during the 1980s and 1990s the company acquired mining and smelting assets of the Finnish mining and smelting company Outokumpu in 2003. Outokumpu acquired the subsidiary Boliden Contech and Boliden's copper and zinc divisions.
47390	0	 Clear Creek Baptist Bible College (CCBBC) formerly named Clear Creek Mountain Springs Inc. Clear Creek Mountain Preacher School and Clear Creek Baptist School is a religious institution of higher education located in Pineville Kentucky. CCBBC provides a Bible-based education focusing on Christian service. The college is accredited with the Commission on Colleges of the Southern Association of Colleges and Schools and the Association for Biblical Higher Education. CCBBC was founded by Dr.
448993	0	 The Agenda is the first studio album by Cold Blank released on 6 August 2012 through Burn the Fire Records. Notable collaborators on the album include Andy Taylor (formerly of Duran Duran) and Blake Miller with press coverage ranging from MTV Music's MTV Hive DJ Times and Artistdirect. In addition following the album's release Cold Blank was nominated in the ‘Top 100 DJs In America’ poll by DJ Times magazine America’s first magazine dedicated to DJs and DJ culture.
272033	0	 George Capron House is a historic house located at 6 North Pleasant Street in Taunton Massachusetts. It was built in 1888 and added to the National Register of Historic Places in 1984. The house is considered a fine example of a builders Queen Anne style house built for middle class residents during the late 19th century. The 2-1/2 story house includes a matching carriage house located at the rear of the property.
341268	0	 Trzcianek [ˈtʂt͡ɕanɛk] is a village in the administrative district of Gmina Wąbrzeźno within Wąbrzeźno County Kuyavian-Pomeranian Voivodeship in north-central Poland.
43925	0	 Triway High School is a public high school near Wooster Ohio. It is the only high school in the Triway Local School District. Their nickname is the Titans.
105940	0	 Erica Kennedy (March 24 1970 – June 13 2012) was an African-American author blogger news correspondent fashion journalist and singer. Her 2004 novel Bling became a New York Times bestseller. In 2010 she was named to the list of 100 most influential African-Americans as published by Ebony Magazine and known as the Ebony Power 100.
160680	0	 David W. Stevens is an American politician and a Republican member of the Arizona House of Representatives representing District 14 since January 14 2013. Stevens served consecutively from January 2009 until January 14 2013 in the District 25 seat.
304111	0	 Fletcher Mountain elevation 13958 ft (4254 m) is a summit in the Mosquito Range of central Colorado. The mountain is southwest of Breckenridge in the Arapaho National Forest.
319596	0	 Patagonia Lake is located southwest of Patagonia Arizona and northeast of Nogales. The lake was created by damming Sonoita Creek. Facilities are maintained by Arizona State Parks.
117821	0	 Akira Yamada (山田 晶 Yamada Akira 7 March 1922 – 29 February 2008) was a Japanese scholar and philosopher of the West European Medieval philosophy. Member of the Japan Academy since 1998.Yamada graduated from the Kyoto Imperial University Philosophy section of the Department of Literature in 1944.
327915	0	 Verin Giratagh (Armenian: Վերին Գիրաթաղ) is an abandoned village in the Syunik Province of Armenia. The former community of Verin Giratagh included the villages of Verin Giratagh and Nerqin Giratagh. The National Statistical Service of the Republic of Armenia (ARMSTAT) reported the both the village of Verin Giratagh and the former community were uninhabited at the 2001 census.
179764	0	 Hong Muy Lim (simplified Chinese: 林美丰; traditional Chinese: 林美豐; pinyin: Lín Měifēng) (born 11 November 1950) Australian politician has been a member of the Victorian Legislative Assembly since 1996 representing the seat of Clayton for the Australian Labor Party. Lim was born in Cambodia and is of Chinese Cambodian origins.
417947	0	 Vitis nesbittiana is a species of liana in the grape family. It is native to central Mexico (Veracruz).
404545	0	 Rosa glauca (Red-leaved Rose or Redleaf Rose; syn. R. rubrifolia) is a species of rose native to the mountains of central and southern Europe from Spanish Pyrenees east to Bulgaria and north to Germany and Poland. It's also found as an introduced species as far north as Scandinavia and Finland.
108430	0	 Sam J. Glanzman (born December 5 1924) is an American comic-book artist best known for his Charlton Comics series Hercules about the mythological Greek demigod; his biographical war stories about his service aboard the U.S.S. Stevens for DC Comics and Marvel Comics; and the Charlton Comics Fightin' Army feature The Lonely War of Willy Schultz a Vietnam-era serial about a German-American U.S. Army captain during World War II.
235000	0	 The Aérospatiale SN 601 Corvette is a French business jet of the early 1970s Aérospatiale's only venture into that market. Sales were disappointing and only 40 prototype and production Corvettes were built.
489665	0	 Blu Gang - vissero per sempre felici e ammazzati (internationally released as Brothers Blue and Blu Gang) is a 1973 Italian spaghetti western film directed by Luigi Bazzoni. For this film Tony Renis won the Nastro d'Argento for Best Score.
98398	0	 Zhou Chen (Chinese: 周臣; 1460–1535) also known as Chou Ch'en was a famed Chinese painter active during the middle of the Ming Dynasty. He was born in 1460 in Suzhou in the Jiangsu province.Zhou's style name was 'Shunqing' and his sobriquet was 'Dongchun'. He specialized in painting landscapes and human figures. He had two very famed students Tang Yin and Qiu Ying. He died in the Zhizong Jiajing 14th year (1535).
86540	0	 Antonio Travi (1613–1668) was an Italian painter of the Baroque period. He was born in Sestri near Genoa was generally known as Il Sordo di Sestri on account of his deafness. He was originally a color-grinder to Bernardo Strozzi who instructed him in design and he afterwards studied landscape painting under Godfrey de Weals. His son Antonio was also a landscape painter.
482525	0	 Ahista Ahista (Hindi: आहिस्ता आहिस्ता Urdu: آہستہ آہستہ‎ translation: Slowly Slowly) is a Bollywood film released in October 1981. The film stars Kunal Kapoor Padmini Kolhapure Shashikala Shammi Kapoor Ashalata Wabgaonkar and Nanda. Beautiful lyrics and earpleasing music were the highlights of this film. 'Kabhi kisi ko muqammal jahan nahin milta' (twice) 'mana teri nazar mein' 'bin bulaye hum chale aaye' and 'nazar se phool chunati hai nazar' were welcomed by the music lovers.
358556	0	 Morahenegama is a village in Sri Lanka. It is located within Central Province.
291939	0	 Cerro Peró or Cerro Tres Kandú (Perõ or Tres Kandu in the Guaraní language) is a peak and the highest point of Paraguay with an altitude of 842 metres (2762 ft). It is located in the municipality of General Eugenio Garay Guairá Department in a hill range named Ybytyruzú.This hill is important for the Armed Forces of Paraguay because it is a strategic location to place the army repeater or radio-link for their communication.
182009	0	 Carl Holmes is an American politician and a Republican member of the Kansas House of Representatives representing the 125th district. He has served since 1985.Prior to his election to the House Holmes served as mayor of the city of Plains from 1982 to 1989. Since 1962 he has worked as a land manager of Holmes Farms.Holmes received his BBA from Colorado State University.Holmes was defeated in the August 7 2012 Republican Primary by Reid Petty 904-895.
513290	0	 Miss Peach: Peachy Sweetness Huge Breasts (ミスピーチ　巨乳は桃の甘み Misu Piichi: kyonyū wa momo no umami) is a 2005 Japanese Pink film directed by Yumi Yoshiyuki. It was chosen as the fifth Best Film of the year at the Pink Grand Prix ceremony where Kiichi Katō was also awarded for Best Music. The Pinky Ribbon Award chose the film as the Best Film of the year.Miss Peach: Peachy Sweetness Huge Breasts was AV idol and pink film star Yumika Hayashi's last film.
497580	0	 Between Midnight and Dawn is a 1950 American film noir directed by Gordon Douglas starring Mark Stevens Edmond O'Brien and Gale Storm.
184810	0	 John Aloysius Canavan (August 3 1896 – October 2 1963) was an American attorney who served as the United States Attorney for the District of Massachusetts from 1938 to 1939.
326130	0	 Čelevec is a small village in the western part of the Demir Kapija Municipality of the Republic of Macedonia. It mostly consists of Turkish inhabitants. The people are very traditional and the village itself is located in a beautiful wooded area between the mountains. To get here you can walk along the river at the stopping point between the two tunnels on the main highway to Gevgelija that lead into the canyon.
145682	0	 Germán Sánchez Flor (born July 4 1989 in Alicante) is a Spanish racing driver.
253156	0	 Dresden City Museum (Stadtmuseum Dresden) is the central city museum for the German city of Dresden. Its displays tell the 800-year story of the city and is the largest and most important of the Dresden State Museums (Städtischen Museen Dresden). Its art collections split off in 2000 to form the Dresden City Art Gallery but both the Art Gallery and the Museum are housed in Dresden's Landhaus.
313112	0	 The Syr Darya (Persian: سيردريا‎; Tajik: Сирдарё; Turkish: Siriderya; Kazakh: Сырдария ; Arabic: سيحون‎; Uzbek: Sirdaryo) also transliterated Syrdarya or Sirdaryo is a river in Central Asia. The second part of the name (Darya) means river though Syr Darya River is the conventional name. The current name dates only from the 18th century; since roughly the Muslim Conquests of Central Asia the river was known as the Seyhun (سيحون) River i.e. one of the four rivers of Jannah or paradise.
240154	0	 The Nara Visa School is a building in Nara Visa New Mexico. It originally housed the community's school and is now used as a civic center. It was constructed in 1923 and added to the National Register of Historic Places in 1983.
454421	0	 Listen is an album recorded and released by Jordan Rudess in 1993.This is Rudess' second studio album his first being Arrival released in 1988. In 1994 Jordan was named Best New Talent by Keyboard Magazine. The award was given to him based upon his live performances and this album.
414462	0	 Oldenlandia pulvinata is a species of plant in the Rubiaceae family. It is endemic to Yemen. Its natural habitat is rocky areas.
475625	0	 Rusty is the first and only full-length album by American math rock band Rodan released in April 1994 through Quarterstick Records. It was engineered by Bob Weston. The album is named after Bob's nickname Rusty.
299671	0	 Lake Pillsbury is an artificial lake in the Mendocino National Forest of Lake County California created from the waters impounded from the Eel River by Scott Dam. Elevation is 1818 ft (554 m) with 65 mi (105 km) of shoreline and covering 2003 acres (811 ha). Activities in the Lake Pillsbury Recreation Area include powerboating fishing swimming sailing picnicking hiking and hang gliding. There are two main access roads to the lake.
53184	0	 North Berwick High School is a state funded secondary school located in North Berwick East Lothian Scotland.
138548	0	 István Móricz (born 12 November 1849 date of death unknown) was an Hungarian sports shooter. He competed in the 300 metre free rifle event at the 1908 Summer Olympics.
506146	0	 I Vitelloni (Italian pronunciation: [i vitelˈloni]) is a 1953 Italian comedy-drama directed by Federico Fellini from a screenplay by Fellini Ennio Flaiano and Tullio Pinelli. The film launched the career of Alberto Sordi one of post-war Italy's most significant and popular comedians who stars with Franco Fabrizi and Franco Interlenghi in a story of five young Italian men at crucial turning points in their small town lives.
151312	0	 Mohamed Zemzemi (Arabic: محمد الزمزمي‎) (Born July 3 1991) is a Paralympian athlete from Tunisia competing mainly in category F51.
462034	0	 Big & Rich's Super Galactic Fan Pak 2 is the second EP and DVD set released by the American country music duo Big & Rich. The compilation released in late 2008 is a followup to their 2004 EP/DVD combo Big & Rich's Super Galactic Fan Pak. This set is composed of a three-song CD and a live DVD featuring a full-length concert.Big Kenny later included Find a Heart as To Find a Heart on his 2009 solo album The Quiet Times of a Rock and Roll Farm Boy.
298674	0	 Pelentong River (Malay: Sungai Pelentong; Sungei Plintong and Sungei Plentong) is a river in Johor state Malaysia.
